MLO 2001 09 01 00 00 -999  -99.9  -9 -999.90   14.6   12.3   11.0  18   0
MLO 2001 09 01 04 12  133    7.0  -9 -999.90   10.9   10.2    9.8  15   0
MLO 2001 09 01 04 13  139    6.9  -9 -999.90   10.8   10.2    9.7  15   0
MLO 2001 09 01 04 14  137    6.7  -9 -999.90   10.8   10.1    9.8  16   0
MLO 2001 09 01 04 15  142    6.9  -9 -999.90   10.7   10.0    9.8  17   0
MLO 2001 09 01 04 16  134    7.8  -9 -999.90   10.6   10.0    9.8  17   0
MLO 2001 09 01 04 17  130    7.3  -9 -999.90   10.6    9.9    9.7  17   0
MLO 2001 09 01 04 18  133    6.0  -9 -999.90   10.7   10.0    9.7  17   0
MLO 2001 09 01 04 19  132    6.6  -9 -999.90   10.8   10.1    9.7  17   0
MLO 2001 09 01 04 20  132    7.4  -9 -999.90   10.7   10.1    9.6  16   0
MLO 2001 09 01 04 21  126    7.1  -9 -999.90   10.5    9.9    9.5  17   0
MLO 2001 09 01 04 22  130    7.8  -9 -999.90   10.4    9.8    9.5  17   0
MLO 2001 09 01 04 23  133    6.4  -9 -999.90   10.4    9.8    9.5  16   0
MLO 2001 09 01 04 24  130    7.6  -9 -999.90   10.4    9.8    9.4  16   0
MLO 2001 09 01 04 25  136    7.2  -9 -999.90   10.4    9.7    9.4  16   0
MLO 2001 09 01 04 26  138    8.4  -9 -999.90   10.3    9.8    9.6  16   0
MLO 2001 09 01 04 27  134    7.0  -9 -999.90   10.4    9.8    9.6  16   0
MLO 2001 09 01 04 28  139    7.5  -9 -999.90   10.4    9.9    9.6  15   0
MLO 2001 09 01 04 29  140    7.7  -9 -999.90   10.2    9.8    9.6  15   0
MLO 2001 09 01 04 30  141    7.2  -9 -999.90   10.2    9.8    9.6  15   0
MLO 2001 09 01 04 31  140    7.3  -9 -999.90   10.4   10.0    9.7  15   0
MLO 2001 09 01 04 32  130    7.8  -9 -999.90   10.2    9.8    9.6  15   0
MLO 2001 09 01 04 33  135    7.4  -9 -999.90   10.2    9.7    9.5  15   0
MLO 2001 09 01 04 34  141    7.8  -9 -999.90   10.0    9.6    9.2  15   0
MLO 2001 09 01 04 35  138    7.1  -9 -999.90   10.0    9.6    9.2  16   0
MLO 2001 09 01 04 36  141    7.1  -9 -999.90    9.9    9.6    9.3  16   0
MLO 2001 09 01 04 37  139    7.0  -9 -999.90   10.1    9.7    9.3  16   0
MLO 2001 09 01 04 38  140    6.9  -9 -999.90   10.0    9.6    9.4  15   0
MLO 2001 09 01 04 39  142    7.6  -9 -999.90    9.9    9.6    9.2  16   0
MLO 2001 09 01 04 40  141    7.3  -9 -999.90    9.9    9.5    9.2  16   0
MLO 2001 09 01 04 41  142    8.2  -9 -999.90    9.8    9.5    9.2  16   0
MLO 2001 09 01 04 42  143    8.4  -9 -999.90    9.7    9.4    9.1  15   0
MLO 2001 09 01 04 43  138    7.7  -9 -999.90    9.6    9.4    9.0  16   0
MLO 2001 09 01 04 44  142    8.5  -9 -999.90    9.6    9.3    9.0  16   0
MLO 2001 09 01 04 45  139    6.6  -9 -999.90    9.6    9.3    9.1  16   0
MLO 2001 09 01 04 46  142    7.3  -9 -999.90    9.7    9.3    9.1  16   0
MLO 2001 09 01 04 47  141    7.3  -9 -999.90    9.7    9.3    9.0  16   0
MLO 2001 09 01 04 48  142    7.7  -9 -999.90    9.6    9.2    8.9  16   0
MLO 2001 09 01 04 49  143    8.4  -9 -999.90    9.5    9.2    8.9  16   0
MLO 2001 09 01 04 50  141    7.8  -9 -999.90    9.6    9.2    8.9  16   0
MLO 2001 09 01 04 51  144    8.7  -9 -999.90    9.5    9.2    8.9  16   0
MLO 2001 09 01 04 52  140    8.6  -9 -999.90    9.4    9.0    8.8  16   0
